Player,Pos,Tm,Cap Hit,year
Derrius Guice,RB,WAS,"$686,452",2019
James Washington,WR,PIT,"$684,607",2019
Fabian Moreau,CB,WAS,"$684,000",2019
DJ Chark,WR,JAX,"$682,147",2019
Brian O'Neill,OT,MIN,"$680,302",2019
Shaquill Griffin,DB,SEA,"$680,000",2019
Kaden Smith,TE,NYG,"$679,750",2019
Carlton Davis,CB,TAM,"$679,687",2019
Eddie Vanderdoes,DT,HOU,"$679,000",2019
Tyquan Lewis,DE,IND,"$678,457",2019
Delano Hill,FS,SEA,"$678,000",2019
Cameron Sutton,CB,PIT,"$677,400",2019
Chris Godwin,WR,TAM,"$677,000",2019
John Johnson,S,LAR,"$677,000",2019
Kenny Golladay,WR,DET,"$676,000",2019
Jourdan Lewis,CB,DAL,"$675,000",2019
Justin Skule,OT,SFO,"$672,500",2019
Ka'dar Hollman,CB,GNB,"$672,500",2019
Chad Williams,WR,IND,"$671,500",2019
Montravius Adams,DT,GNB,"$671,000",2019
Armon Watts,DL,MIN,"$670,000",2019
Dexter Williams,RB,GNB,"$670,000",2019
Marcus Epps,S,2TM,"$670,000",2019
Rasul Douglas,CB,PHI,"$670,000",2019
Jonnu Smith,TE,TEN,"$669,000",2019
Trey Hendrickson,DE,NOR,"$668,000",2019
James Conner,RB,PIT,"$668,000",2019
Brandon Parker,OT,OAK,"$666,152",2019
Lorenzo Carter,DE,NYG,"$665,613",2019
Sam Beal,,NYG,"$665,559",2019
Chad Thomas,DE,CLE,"$665,000",2019
Justin Reid,FS,HOU,"$664,979",2019
B.J. Hill,DT,NYG,"$664,345",2019
Fred Warner,OLB,SFO,"$663,137",2019
Ulysees Gilbert,LB,PIT,"$661,750",2019
Royce Freeman,RB,DEN,"$661,000",2019
Mason Rudolph,QB,PIT,"$658,267",2019
Nathan Shepherd,DT,NYJ,"$656,000",2019
Jerome Baker,OLB,MIA,"$654,000",2019
Ty Summers,LB,GNB,"$652,500",2019
Olabisi Johnson,WR,MIN,"$647,500",2019
Geron Christian,OT,WAS,"$647,000",2019
Jamal Adams,SS,NYJ,"$645,000",2019
Treyvon Hester,DT,WAS,"$645,000",2019
Corey Clement,RB,PHI,"$645,000",2019
Al-Quadin Muhammad,DE,IND,"$645,000",2019
Jacob Hollister,TE,SEA,"$645,000",2019
Ross Travis,TE,IND,"$645,000",2019
Dede Westbrook,WR,JAX,"$645,000",2019
Hardy Nickerson,ILB,CIN,"$645,000",2019
Matt Wile,P,ATL,"$645,000",2019
Rashaad Coward,DT,CHI,"$645,000",2019
Trey Edmunds,RB,PIT,"$645,000",2019
Mike Purcell,DT,DEN,"$645,000",2019
Arthur Maulet,CB,NYJ,"$645,000",2019
Joe Walker,ILB,ARI,"$645,000",2019
Julie'n Davenport,OT,MIA,"$645,000",2019
Marquel Lee,ILB,OAK,"$645,000",2019
Mike Hilton,CB,PIT,"$645,000",2019
Alex Ellis,TE,PHI,"$645,000",2019
Tarik Cohen,RB,CHI,"$645,000",2019
Eli Ankou,DT,CLE,"$645,000",2019
Ryan Glasgow,DT,CIN,"$645,000",2019
DeAndrew White,WR,CAR,"$645,000",2019
Kareem Hunt,RB,CLE,"$645,000",2019
Danny Isidora,OG,MIA,"$645,000",2019
Brian Hill,RB,ATL,"$645,000",2019
Chuck Clark,FS,BAL,"$645,000",2019
Matt Haack,P,MIA,"$645,000",2019
Corey Davis,WR,TEN,"$645,000",2019
Jake Elliott,K,PHI,"$645,000",2019
Justin Hardee,WR,NOR,"$645,000",2019
Josh Reynolds,WR,LAR,"$645,000",2019
Zach Wood,DE,NOR,"$645,000",2019
Jaleel Johnson,DT,MIN,"$645,000",2019
Patrick Mahomes,QB,KAN,"$645,000",2019
Tanner Vallejo,ILB,2TM,"$645,000",2019
Jamaal Williams,RB,GNB,"$645,000",2019
Kenny Moore,CB,IND,"$645,000",2019
Jon Halapio,OG,NYG,"$645,000",2019
Jesse Davis,T,MIA,"$645,000",2019
Cody Hollister,WR,TEN,"$645,000",2019
Jojo Natson,WR,LAR,"$645,000",2019
Montae Nicholson,SS,WAS,"$645,000",2019
Jaydon Mickens,WR,TAM,"$645,000",2019
Troymaine Pope,RB,LAC,"$645,000",2019
Aldrick Rosas,K,NYG,"$645,000",2019
D.J. Jones,DT,SFO,"$645,000",2019
Eddie Jackson,SS,CHI,"$645,000",2019
Kalif Raymond,WR,TEN,"$645,000",2019
Vince Biegel,OLB,MIA,"$645,000",2019
Tedric Thompson,SS,SEA,"$645,000",2019
Ben Gedeon,ILB,MIN,"$645,000",2019
Joshua Perkins,TE,PHI,"$645,000",2019
Adam Butler,DT,NWE,"$645,000",2019
Tony McRae,CB,CIN,"$645,000",2019
D.J. White,CB,ATL,"$645,000",2019
Joey Hunt,C,SEA,"$645,000",2019
De'Vante Bausby,DB,DEN,"$645,000",2019
Justin McCray,G,CLE,"$645,000",2019
Keelan Cole,WR,JAX,"$645,000",2019
Donald Payne,LB,JAX,"$645,000",2019
J.D. McKissic,WR,DET,"$645,000",2019
Xavier Woods,SS,DAL,"$645,000",2019
Shalom Luani,SS,LAC,"$645,000",2019
Davon Godchaux,DT,MIA,"$645,000",2019
David Moore,WR,SEA,"$645,000",2019
Jayon Brown,ILB,TEN,"$645,000",2019
Eric Saubert,TE,CHI,"$645,000",2019
Nate Hairston,CB,NYJ,"$645,000",2019
Bobo Wilson,WR,TAM,"$645,000",2019
Jermaine Eluemunor,OG,NWE,"$645,000",2019
Aviante Collins,OG,MIN,"$645,000",2019
Elijhaa Penny,RB,NYG,"$645,000",2019
Juston Burris,CB,CLE,"$645,000",2019
Patrick Ricard,DE,BAL,"$645,000",2019
Grover Stewart,DT,IND,"$645,000",2019
Josh Ferguson,RB,WAS,"$645,000",2019
Morgan Fox,DL,LAR,"$645,000",2019
Elijah Lee,OLB,SFO,"$645,000",2019
Corn Elder,CB,CAR,"$645,000",2019
Lucas Patrick,G,GNB,"$645,000",2019
Mack Hollins,WR,2TM,"$645,000",2019
Samaje Perine,RB,2TM,"$645,000",2019
Harrison Butker,K,KAN,"$645,000",2019
George Kittle,TE,SFO,"$645,000",2019
Deon Lacey,LB,MIA,"$645,000",2019
Carl Lawson,DE,CIN,"$645,000",2019
Vincent Taylor,DT,BUF,"$645,000",2019
Brandon Wilson,CB,CIN,"$645,000",2019
Jermaine Whitehead,DB,CLE,"$645,000",2019
Antony Auclair,TE,TAM,"$645,000",2019
Erik Magnuson,OT,OAK,"$645,000",2019
Aaron Jones,RB,GNB,"$645,000",2019
D.J. Foster,RB,ARI,"$645,000",2019
Darrell Daniels,TE,ARI,"$645,000",2019
Devin Smith,WR,DAL,"$645,000",2019
Colin Holba,LS,2TM,"$645,000",2019
Conor McDermott,OT,NYJ,"$645,000",2019
Blake Jarwin,TE,DAL,"$645,000",2019
Trevon Coley,DL,IND,"$645,000",2019
Deatrich Wise,DE,NWE,"$645,000",2019
T.J. Logan,RB,TAM,"$645,000",2019
David Sharpe,OT,OAK,"$645,000",2019
Desmond King,FS,LAC,"$645,000",2019
Chris Carson,RB,SEA,"$645,000",2019
Jerome Cunningham,TE,WAS,"$645,000",2019
Anthony Walker,LB,IND,"$645,000",2019
Marvin Hall,WR,DET,"$645,000",2019
Michael Davis,,LAC,"$645,000",2019
Solomon Thomas,DE,SFO,"$645,000",2019
Jalen Reeves-Maybin,OLB,DET,"$645,000",2019
Donte Deayon,DB,LAR,"$645,000",2019
Jeremy Sprinkle,TE,WAS,"$645,000",2019
Kendrick Bourne,WR,SFO,"$645,000",2019
Carroll Phillips,OLB,WAS,"$645,000",2019
Roy Robertson-Harris,LB,CHI,"$645,000",2019
Elijah Wilkinson,OT,DEN,"$645,000",2019
Thomas Hennessy,LS,NYJ,"$645,000",2019
Ryan Switzer,WR,PIT,"$645,000",2019
Isaiah Irving,OLB,CHI,"$645,000",2019
Chase Roullier,C,WAS,"$645,000",2019
Tanzel Smart,DT,LAR,"$645,000",2019
Rigoberto Sanchez,P,IND,"$645,000",2019
Tyler Ott,LS,SEA,"$645,000",2019
Wayne Gallman,RB,NYG,"$645,000",2019
Dylan Cole,LB,HOU,"$645,000",2019
Damontae Kazee,CB,ATL,"$645,000",2019
Jordan Evans,ILB,CIN,"$645,000",2019
Rayshawn Jenkins,FS,LAC,"$645,000",2019
Matt Feiler,T,PIT,"$645,000",2019
Josh Harvey-Clemons,SS,WAS,"$645,000",2019
Austin Carr,WR,NOR,"$645,000",2019
Isaac Rochell,DE,LAC,"$645,000",2019
Sam Tevi,OT,LAC,"$645,000",2019
Eric Wilson,ILB,MIN,"$645,000",2019
Mason Schreck,TE,CIN,"$645,000",2019
Kyle Peko,DT,2TM,"$645,000",2019
Alex Armah,FB,CAR,"$645,000",2019
Josh Tupou,DT,CIN,"$645,000",2019
Caleb Brantley,DT,WAS,"$645,000",2019
Dean Marlowe,S,BUF,"$645,000",2019
Jerell Adams,TE,HOU,"$645,000",2019
Sean Culkin,TE,LAC,"$645,000",2019
Matt Skura,C,BAL,"$645,000",2019
Samson Ebukam,OLB,LAR,"$645,000",2019
Branden Jackson,DE,SEA,"$645,000",2019
Taysom Hill,QB,NOR,"$645,000",2019
Austin Ekeler,RB,LAC,"$645,000",2019
Charles Washington,DB,ARI,"$645,000",2019
Daeshon Hall,DE,PHI,"$645,000",2019
Stephen Anderson,TE,LAC,"$645,000",2019
Jeremy McNichols,RB,JAX,"$645,000",2019
Greg Mabin,CB,CIN,"$645,000",2019
Matt Milano,OLB,BUF,"$645,000",2019
Zane Gonzalez,K,ARI,"$645,000",2019
Bryan Cox,DE,2TM,"$645,000",2019
Kenny Ladler,FS,WAS,"$645,000",2019
Matt Breida,RB,SFO,"$645,000",2019
Brandon Allen,QB,DEN,"$645,000",2019
Nicholas Morrow,LB,OAK,"$645,000",2019
Carlos Watkins,DT,HOU,"$645,000",2019
Adrian Colbert,SS,MIA,"$645,000",2019
Bronson Kaufusi,DE,NYJ,"$645,000",2019
C.J. Ham,RB,MIN,"$645,000",2019
Johnny Holton,WR,PIT,"$645,000",2019
James Burgess,LB,NYJ,"$645,000",2019
Isaiah McKenzie,WR,BUF,"$645,000",2019
Nathan Gerry,SS,PHI,"$645,000",2019
Ricky Seals-Jones,WR,CLE,"$645,000",2019
Devante Bond,OLB,2TM,"$645,000",2019
Mitchell Trubisky,QB,CHI,"$645,000",2019
Torry McTyer,CB,CIN,"$645,000",2019
Marlon Mack,RB,IND,"$645,000",2019
Zach Banner,OG,PIT,"$645,000",2019
Rudy Ford,S,PHI,"$645,000",2019
Cooper Rush,QB,DAL,"$645,000",2019
Jamal Agnew,CB,DET,"$645,000",2019
Joseph Jones,OLB,DEN,"$645,000",2019
Jordan Dangerfield,FS,PIT,"$645,000",2019
Maurice Smith,FS,WAS,"$645,000",2019
Adam Pankey,OG,MIA,"$645,000",2019
Josh Malone,WR,NYJ,"$645,000",2019
Sam Hubbard,DE,CIN,"$640,000",2019
Rasheem Green,DT,SEA,"$639,000",2019
Malik Jefferson,OLB,CLE,"$635,000",2019
Martinas Rankin,OT,KAN,"$634,000",2019
Michael Gallup,WR,DAL,"$629,000",2019
Tracy Walker,S,DET,"$628,000",2019
Orlando Brown,OT,BAL,"$627,000",2019
Joseph Noteboom,OT,LAR,"$626,626",2019
Mark Andrews,TE,BAL,"$624,500",2019
Arden Key,DE,OAK,"$624,250",2019
Deadrin Senat,DT,ATL,"$622,000",2019
Justin Jones,DT,LAC,"$621,481",2019
Chukwuma Okorafor,OT,PIT,"$620,000",2019
Ronnie Harrison,SS,JAX,"$617,500",2019
Tre'Quan Smith,WR,NOR,"$616,500",2019
Alex Cappa,OT,TAM,"$615,000",2019
Oren Burks,ILB,GNB,"$606,500",2019
Tarvarius Moore,S,SFO,"$603,000",2019
Kyle Nelson,TE,SFO,"$601,765",2019
Derrick Nnadi,DT,KAN,"$601,500",2019
Jordan Akins,TE,HOU,"$600,000",2019
Rashaan Gaulden,CB,2TM,"$595,250",2019
Dorian O'Daniel,OLB,KAN,"$584,000",2019
Tre Flowers,SS,SEA,"$570,000",2019
Chris Jones,CB,ARI,"$570,000",2019
Dane Cruikshank,CB,TEN,"$570,000",2019
Harvey Langi,ILB,NYJ,"$570,000",2019
Skai Moore,OLB,IND,"$570,000",2019
Ray-Ray McCloud,WR,CAR,"$570,000",2019
Grant Haley,CB,NYG,"$570,000",2019
Boston Scott,RB,PHI,"$570,000",2019
Cameron Johnston,P,PHI,"$570,000",2019
Nigel Harris,OLB,TEN,"$570,000",2019
Michael Dickson,P,SEA,"$570,000",2019
Malik Turner,WR,SEA,"$570,000",2019
Doug Middleton,S,2TM,"$570,000",2019
Matt Gono,T,ATL,"$570,000",2019
Michael Badgley,K,LAC,"$570,000",2019
Efe Obada,LB,CAR,"$570,000",2019
Jamil Douglas,OG,TEN,"$570,000",2019
Kaare Vedvik,P,NYJ,"$570,000",2019
DeAndre Carter,WR,HOU,"$570,000",2019
Josh Rosen,QB,MIA,"$570,000",2019
Zaire Franklin,LB,IND,"$570,000",2019
Pharaoh Brown,TE,CLE,"$570,000",2019
Calvin Munson,OLB,MIA,"$570,000",2019
Robert Davis,WR,2TM,"$570,000",2019
Keishawn Bierria,ILB,2TM,"$570,000",2019
Tim Patrick,WR,DEN,"$570,000",2019
R.J. McIntosh,DT,NYG,"$570,000",2019
Trenton Scott,T,LAC,"$570,000",2019
Antwaun Woods,NT,DAL,"$570,000",2019
Buddy Howell,RB,HOU,"$570,000",2019
Folorunso Fatukasi,DT,NYJ,"$570,000",2019
Greg Stroman,CB,WAS,"$570,000",2019
Taron Johnson,CB,BUF,"$570,000",2019
River Cracraft,WR,DEN,"$570,000",2019
Darrel Williams,RB,KAN,"$570,000",2019
Poona Ford,DT,SEA,"$570,000",2019
A.J. Moore,DB,HOU,"$570,000",2019
Charvarius Ward,DB,KAN,"$570,000",2019
KhaDarel Hodge,WR,CLE,"$570,000",2019
Will Redmond,CB,GNB,"$570,000",2019
Dennis Gardeck,LB,ARI,"$570,000",2019
Kevin Toliver,DB,CHI,"$570,000",2019
Garrett Gilbert,QB,CLE,"$570,000",2019
Tim Settle,DT,WAS,"$570,000",2019
Quenton Nelson,OG,IND,"$570,000",2019
Breon Borders,CB,2TM,"$570,000",2019
Kyzir White,S,LAC,"$570,000",2019
Bradley Bozeman,C,BAL,"$570,000",2019
Daniel Carlson,K,OAK,"$570,000",2019
Ogbonnia Okoronkwo,DE,LAR,"$570,000",2019
Robert Foster,WR,BUF,"$570,000",2019
Eric Smith,OG,NYG,"$570,000",2019
Marcus Allen,S,PIT,"$570,000",2019
Jeff Wilson,RB,SFO,"$570,000",2019
Ryan Lewis,DB,3TM,"$570,000",2019
John Kelly,RB,LAR,"$570,000",2019
Chris Board,LB,BAL,"$570,000",2019
Deante Burton,WR,DAL,"$570,000",2019
Dorance Armstrong,DE,DAL,"$570,000",2019
Marcell Harris,S,SFO,"$570,000",2019
Matt Dickerson,DE,TEN,"$570,000",2019
Frankie Luvu,LB,NYJ,"$570,000",2019
De'Lance Turner,RB,MIA,"$570,000",2019
Trey Marshall,S,DEN,"$570,000",2019
Cethan Carter,TE,CIN,"$570,000",2019
Mo Alie-Cox,TE,IND,"$570,000",2019
Sam Darnold,QB,NYJ,"$570,000",2019
Craig James,CB,PHI,"$570,000",2019
Johnny Mundt,TE,LAR,"$570,000",2019
DaeSean Hamilton,WR,DEN,"$570,000",2019
Phillip Lindsay,RB,DEN,"$570,000",2019
Jalyn Holmes,DE,MIN,"$570,000",2019
Will Richardson,OT,JAX,"$570,000",2019
Marcell Ateman,WR,OAK,"$570,000",2019
Harrison Phillips,DT,BUF,"$570,000",2019
Roderick Johnson,OT,HOU,"$570,000",2019
Chris Odom,DE,WAS,"$570,000",2019
Darious Williams,CB,LAR,"$570,000",2019
Kalen Ballage,RB,MIA,"$570,000",2019
Mike Ford,CB,DET,"$570,000",2019
Olasunkanmi Adeniyi,DE,PIT,"$570,000",2019
Raven Greene,S,GNB,"$570,000",2019
Gus Edwards,RB,BAL,"$570,000",2019
Fadol Brown,DE,GNB,"$570,000",2019
Trey Quinn,WR,WAS,"$570,000",2019
Justin Jackson,RB,LAC,"$570,000",2019
Will Clapp,C,NOR,"$570,000",2019
Jason Sanders,K,MIA,"$570,000",2019
Greg Joseph,K,TEN,"$570,000",2019
Richie James,WR,SFO,"$570,000",2019
Justin Murray,T,ARI,"$570,000",2019
Troy Apke,S,WAS,"$570,000",2019
Nick Nelson,CB,OAK,"$570,000",2019
Demone Harris,DE,2TM,"$570,000",2019
Mike Boone,RB,MIN,"$570,000",2019
Jason Cabinda,ILB,DET,"$570,000",2019
Jordan Whitehead,SS,TAM,"$570,000",2019
Deon Yelder,TE,KAN,"$570,000",2019
Tim Boyle,QB,GNB,"$570,000",2019
Brett Maher,K,DAL,"$570,000",2019
Marquez Valdes-Scantling,WR,GNB,"$570,000",2019
Tyrell Crosby,OT,DET,"$570,000",2019
Auden Tate,WR,CIN,"$570,000",2019
Ahmad Thomas,FS,ATL,"$570,000",2019
Jalen Davis,CB,ARI,"$570,000",2019
D.J. Reed,CB,SFO,"$570,000",2019
Sean Harlow,OG,ATL,"$570,000",2019
Brandon Facyson,CB,LAC,"$570,000",2019
Robert Tonyan,TE,GNB,"$570,000",2019
Alexander Johnson,LB,DEN,"$570,000",2019
Cornell Armstrong,CB,HOU,"$570,000",2019
Bilal Nichols,DT,CHI,"$570,000",2019
Garrett Dickerson,TE,NYG,"$570,000",2019
Antonio Callaway,WR,CLE,"$570,000",2019
Chris Covington,LB,DAL,"$570,000",2019
Trent Sherfield,WR,ARI,"$570,000",2019
Jake Kumerow,WR,GNB,"$570,000",2019
Brandon Zylstra,WR,CAR,"$570,000",2019
Josh Sweat,DE,PHI,"$570,000",2019
Tra Carson,HB,2TM,"$570,000",2019
Jordan Roos,OG,SEA,"$570,000",2019
Matthew Adams,LB,IND,"$570,000",2019
Korey Cunningham,OT,NWE,"$570,000",2019
Chase Edmonds,RB,ARI,"$570,000",2019
Jullian Taylor,DT,SFO,"$570,000",2019
Bradley Chubb,DE,DEN,"$570,000",2019
B.J. Bello,LB,NYJ,"$570,000",2019
Ricky Ortiz,FB,NOR,"$570,000",2019
Damion Ratley,WR,CLE,"$570,000",2019
Russell Gage,WR,ATL,"$570,000",2019
Joshua Kalu,CB,TEN,"$570,000",2019
Vyncint Smith,WR,NYJ,"$570,000",2019
Tavierre Thomas,DB,CLE,"$570,000",2019
Mike McGlinchey,OT,SFO,"$570,000",2019
JK Scott,P,GNB,"$570,000",2019
Siran Neal,CB,BUF,"$570,000",2019
Corey Bojorquez,P,BUF,"$570,000",2019
Logan Cooke,P,JAX,"$570,000",2019
Dan Arnold,WR,2TM,"$570,000",2019
Darius Phillips,CB,CIN,"$570,000",2019
Sharif Finch,LB,TEN,"$570,000",2019
Jordan Wilkins,RB,IND,"$570,000",2019
Ifeadi Odenigbo,DE,MIN,"$570,000",2019
Isaiah Ford,WR,MIA,"$570,000",2019
Andre Smith,ILB,CAR,"$570,000",2019
Evan Brown,C,2TM,"$570,000",2019
Baker Mayfield,QB,CLE,"$570,000",2019
Levi Wallace,CB,BUF,"$570,000",2019
Ian Thomas,TE,CAR,"$570,000",2019
Natrell Jamerson,FS,CAR,"$570,000",2019
Cassanova McKinzy,LB,WAS,"$570,000",2019
Will Dissly,TE,SEA,"$570,000",2019
Kylie Fitts,DE,ARI,"$570,000",2019
Jason Vander Laan,TE,NOR,"$570,000",2019
Jermaine Grace,LB,ATL,"$570,000",2019
Tyler Lancaster,DL,GNB,"$570,000",2019
Tre Herndon,CB,JAX,"$570,000",2019
Joel Iyiegbuniwe,LB,CHI,"$570,000",2019
Colby Wadman,P,DEN,"$570,000",2019
Sean Chandler,FS,NYG,"$570,000",2019
Avery Moss,DE,MIA,"$570,000",2019
Sebastian Joseph,DT,LAR,"$570,000",2019
Armani Watts,FS,KAN,"$570,000",2019
Dalton Schultz,TE,DAL,"$570,000",2019
Dalyn Dawkins,RB,TEN,"$570,000",2019
Josey Jewell,ILB,DEN,"$570,000",2019
Kevin Peterson,CB,ARI,"$570,000",2019
Austin Calitro,LB,JAX,"$570,000",2019
Genard Avery,LB,2TM,"$570,000",2019
Marquis Haynes,OLB,CAR,"$570,000",2019
Hunter Bradley,LS,GNB,"$570,000",2019
Devante Downs,LB,2TM,"$570,000",2019
Josh Adams,RB,NYJ,"$570,000",2019
Matt Pryor,OT,PHI,"$570,000",2019
Shaquem Griffin,OLB,SEA,"$570,000",2019
Ito Smith,RB,ATL,"$570,000",2019
Chad Beebe,WR,MIN,"$570,000",2019
Leon Jacobs,OLB,JAX,"$570,000",2019
Nick Mullens,QB,SFO,"$570,000",2019
Zach Pascal,WR,IND,"$570,000",2019
Ryan Neal,DB,SEA,"$570,000",2019
Ike Boettger,G,BUF,"$570,000",2019
Taybor Pepper,LS,MIA,"$570,000",2019
Steve Longa,OLB,DET,"$570,000",2019
Danny Johnson,CB,WAS,"$570,000",2019
Ben Niemann,LB,KAN,"$570,000",2019
Keith Kirkwood,WR,NOR,"$570,000",2019
Andrew Wylie,T,KAN,"$570,000",2019
Aaron Stinnie,G,2TM,"$570,000",2019
Zeke Turner,S,ARI,"$570,000",2019
Marcus Johnson,WR,IND,"$570,000",2019
Zach Sieler,DE,2TM,"$570,000",2019
James Crawford,LB,MIA,"$570,000",2019
Jermaine Carter,LB,CAR,"$570,000",2019
Scott Quessenberry,C,LAC,"$570,000",2019
Jack Cichy,ILB,TAM,"$570,000",2019
Brian Allen,C,LAR,"$570,000",2019
Nyheim Hines,RB,IND,"$570,000",2019
Tony Brown,CB,GNB,"$570,000",2019
Da'Shawn Hand,DE,DET,"$570,000",2019
Tae Davis,LB,2TM,"$570,000",2019
Jamil Demby,OT,LAR,"$570,000",2019
Taylor Stallworth,DT,NOR,"$570,000",2019
Shaun Dion Hamilton,LB,WAS,"$570,000",2019
Avonte Maddox,CB,PHI,"$570,000",2019
Trenton Cannon,RB,NYJ,"$570,000",2019
Chris Herndon,TE,NYJ,"$570,000",2019
Ross Dwelley,TE,SFO,"$570,000",2019
Foyesade Oluokun,S,ATL,"$570,000",2019
Dontrell Hilliard,RB,CLE,"$570,000",2019
Ja'Whaun Bentley,ILB,NWE,"$570,000",2019
Justin Watson,WR,TAM,"$570,000",2019
Mitchell Loewen,DE,NOR,"$570,000",2019
Keke Coutee,WR,HOU,"$570,000",2019
Anthony Averett,CB,BAL,"$570,000",2019
Kenny Young,LB,2TM,"$570,000",2019
Chandon Sullivan,CB,GNB,"$570,000",2019
Trevor Daniel,P,HOU,"$570,000",2019
Corey Thompson,LB,BUF,"$570,000",2019
Peter Kalambayi,LB,HOU,"$570,000",2019
Tremon Smith,,2TM,"$570,000",2019
Alex Light,T,GNB,"$570,000",2019
Da'Mari Scott,WR,NYG,"$570,000",2019
Luke Falk,QB,NYJ,"$570,000",2019
Parry Nickerson,CB,JAX,"$570,000",2019
Gehrig Dieter,WR,KAN,"$570,000",2019
Pete Robertson,LB,ARI,"$570,000",2019
Trent Sieg,LS,OAK,"$570,000",2019
Pat O'Connor,DE,TAM,"$570,000",2019
Bruce Hector,DT,PHI,"$570,000",2019
Justin Zimmer,DT,CLE,"$570,000",2019
George Odum,S,IND,"$570,000",2019
Jacob Martin,LB,HOU,"$570,000",2019
Jamal Carter,S,ATL,"$570,000",2019
J.T. Gray,DB,NOR,"$570,000",2019
Devaroe Lawrence,DL,CLE,"$570,000",2019
J.C. Jackson,DB,NWE,"$570,000",2019
Jaylen Samuels,RB,PIT,"$570,000",2019
DeShon Elliott,SS,BAL,"$570,000",2019
Javon Wims,WR,CHI,"$570,000",2019
Durham Smythe,TE,MIA,"$570,000",2019
Davontae Harris,CB,DEN,"$570,000",2019
Dee Delaney,CB,WAS,"$570,000",2019
Anthony Firkser,TE,TEN,"$570,000",2019
Keion Crossen,CB,HOU,"$570,000",2019
Dee Virgin,CB,DET,"$570,000",2019
Wyatt Teller,OG,CLE,"$570,000",2019
Josh Allen,QB,BUF,"$570,000",2019
Jordan Thomas,TE,HOU,"$570,000",2019
Mason Cole,C,ARI,"$570,000",2019
Deontay Burnett,WR,PHI,"$570,000",2019
Reggie Gilbert,LB,TEN,"$570,000",2019
Tyler Conklin,TE,MIN,"$570,000",2019
Tanner Hudson,TE,TAM,"$570,000",2019
Isaac Yiadom,CB,DEN,"$570,000",2019
Ben Braden,OG,NYJ,"$570,000",2019
Maurice Hurst,DT,OAK,"$570,000",2019
Jeremiah Valoaga,DE,SFO,"$570,000",2019
Jahlani Tavai,LB,DET,"$495,000",2019
Bennett Jackson,CB,2TM,"$495,000",2019
Andrew Beck,TE,DEN,"$495,000",2019
Jonathan Ledbetter,DE,MIA,"$495,000",2019
Nick Allegretti,G,KAN,"$495,000",2019
Mack Wilson,LB,CLE,"$495,000",2019
Braxton Berrios,WR,NYJ,"$495,000",2019
Isaiah Buggs,DL,PIT,"$495,000",2019
Malik Reed,LB,DEN,"$495,000",2019
Codey McElroy,WR,TAM,"$495,000",2019
Nick Gates,OT,NYG,"$495,000",2019
Isaac Nauta,TE,DET,"$495,000",2019
Kelvin Harmon,WR,WAS,"$495,000",2019
Jarrett Stidham,QB,NWE,"$495,000",2019
Clelin Ferrell,EDGE,OAK,"$495,000",2019
Deandre Baker,CB,NYG,"$495,000",2019
Chris Lacy,WR,DET,"$495,000",2019
Drew Forbes,OT,CLE,"$495,000",2019
Cyril Grayson,WR,TAM,"$495,000",2019
Joey Slye,K,CAR,"$495,000",2019
Cody Barton,LB,SEA,"$495,000",2019
Ed Oliver,DL,BUF,"$495,000",2019
Shakial Taylor,CB,IND,"$495,000",2019
Andrew Brown,DE,CIN,"$495,000",2019
Jordan Chunn,RB,DAL,"$495,000",2019
Deebo Samuel,WR,SFO,"$495,000",2019
Tevin Jones,WR,PIT,"$495,000",2019
Matthew Orzech,TE,JAX,"$495,000",2019
Jordan Scarlett,RB,CAR,"$495,000",2019
Saquan Hampton,S,NOR,"$495,000",2019
Jomal Wiltz,DB,MIA,"$495,000",2019
J.P. Holtz,TE,2TM,"$495,000",2019
Juan Thornhill,S,KAN,"$495,000",2019
Anthony Nelson,DL,TAM,"$495,000",2019
Michael Deiter,OL,MIA,"$495,000",2019
Zach Triner,LS,TAM,"$495,000",2019
Trace McSorley,QB,BAL,"$495,000",2019
Diontae Johnson,WR,PIT,"$495,000",2019
Will Harris,S,DET,"$495,000",2019
Brandon Dillon,TE,MIN,"$495,000",2019
Kris Boyd,CB,MIN,"$495,000",2019
John Ursua,WR,SEA,"$495,000",2019
Christian Miller,EDGE,CAR,"$495,000",2019
Xavier Crawford,CB,2TM,"$495,000",2019
Steven Sims,WR,WAS,"$495,000",2019
Dare Ogunbowale,RB,TAM,"$495,000",2019
Chris Lammons,DB,MIA,"$495,000",2019
Hale Hentges,TE,WAS,"$495,000",2019
Germaine Pratt,LB,CIN,"$495,000",2019
Wes Martin,G,WAS,"$495,000",2019
Blake Cashman,LB,NYJ,"$495,000",2019
Nick Bawden,RB,DET,"$495,000",2019
Gunner Olszewski,WR,NWE,"$495,000",2019
Marvell Tell,S,IND,"$495,000",2019
Fred Brown,WR,DEN,"$495,000",2019
Travis Fulgham,WR,DET,"$495,000",2019
Miles Sanders,RB,PHI,"$495,000",2019
Emmanuel Moseley,CB,SFO,"$495,000",2019
Daniel Brunskill,OT,SFO,"$495,000",2019
Kyler Murray,QB,ARI,"$495,000",2019
Kingsley Keke,DL,GNB,"$495,000",2019
Chase Winovich,EDGE,NWE,"$495,000",2019
Chris Peace,DE,2TM,"$495,000",2019
Drew Lock,QB,DEN,"$495,000",2019
Brian Burns,EDGE,CAR,"$495,000",2019
Nsimba Webster,WR,LAR,"$495,000",2019
Deonte Harris,WR,NOR,"$495,000",2019
